,mask,gender,age,mask_label,gender_label,age_label,path,label
1101,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/006658_male_Asian_19/mask4.jpeg,0
1102,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/006658_male_Asian_19/incorrect_mask.jpeg,6
1103,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/006658_male_Asian_19/mask2.jpeg,0
1104,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/006658_male_Asian_19/mask5.jpeg,0
1105,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/006658_male_Asian_19/mask1.jpeg,0
1106,normal,female,18,2,1,0,/opt/ml/input/data/train/images/006451_female_Asian_18/normal.jpg,15
1107,mask1,female,18,0,1,0,/opt/ml/input/data/train/images/006451_female_Asian_18/mask1.jpg,3
1108,mask2,female,18,0,1,0,/opt/ml/input/data/train/images/006451_female_Asian_18/mask2.jpg,3
1109,mask4,female,18,0,1,0,/opt/ml/input/data/train/images/006451_female_Asian_18/mask4.jpg,3
1110,incorrect_mask,female,18,1,1,0,/opt/ml/input/data/train/images/006451_female_Asian_18/incorrect_mask.jpg,9
1111,mask3,female,18,0,1,0,/opt/ml/input/data/train/images/006451_female_Asian_18/mask3.jpg,3
1112,mask5,female,18,0,1,0,/opt/ml/input/data/train/images/006451_female_Asian_18/mask5.jpg,3
1113,normal,female,59,2,1,2,/opt/ml/input/data/train/images/004461_female_Asian_59/normal.jpg,17
1114,mask1,female,59,0,1,2,/opt/ml/input/data/train/images/004461_female_Asian_59/mask1.jpg,5
1115,mask2,female,59,0,1,2,/opt/ml/input/data/train/images/004461_female_Asian_59/mask2.jpg,5
1116,mask4,female,59,0,1,2,/opt/ml/input/data/train/images/004461_female_Asian_59/mask4.jpg,5
1117,incorrect_mask,female,59,1,1,2,/opt/ml/input/data/train/images/004461_female_Asian_59/incorrect_mask.jpg,11
1118,mask3,female,59,0,1,2,/opt/ml/input/data/train/images/004461_female_Asian_59/mask3.jpg,5
1119,mask5,female,59,0,1,2,/opt/ml/input/data/train/images/004461_female_Asian_59/mask5.jpg,5
1120,mask3,male,20,0,0,0,/opt/ml/input/data/train/images/006218_male_Asian_20/mask3.png,0
1121,normal,male,20,2,0,0,/opt/ml/input/data/train/images/006218_male_Asian_20/normal.png,12
1122,mask2,male,20,0,0,0,/opt/ml/input/data/train/images/006218_male_Asian_20/mask2.png,0
1123,mask1,male,20,0,0,0,/opt/ml/input/data/train/images/006218_male_Asian_20/mask1.png,0
1124,mask5,male,20,0,0,0,/opt/ml/input/data/train/images/006218_male_Asian_20/mask5.png,0
1125,mask4,male,20,0,0,0,/opt/ml/input/data/train/images/006218_male_Asian_20/mask4.png,0
1126,incorrect_mask,male,20,1,0,0,/opt/ml/input/data/train/images/006218_male_Asian_20/incorrect_mask.png,6
1127,normal,male,18,2,0,0,/opt/ml/input/data/train/images/006743_male_Asian_19/normal.jpg,12
1128,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/006743_male_Asian_19/mask1.jpg,0
1129,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/006743_male_Asian_19/mask2.jpg,0
1130,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/006743_male_Asian_19/mask4.jpg,0
1131,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/006743_male_Asian_19/incorrect_mask.jpg,6
1132,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/006743_male_Asian_19/mask3.jpg,0
1133,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/006743_male_Asian_19/mask5.jpg,0
1134,normal,female,58,2,1,2,/opt/ml/input/data/train/images/000542_female_Asian_58/normal.jpg,17
1135,mask1,female,58,0,1,2,/opt/ml/input/data/train/images/000542_female_Asian_58/mask1.jpg,5
1136,mask2,female,58,0,1,2,/opt/ml/input/data/train/images/000542_female_Asian_58/mask2.jpg,5
1137,mask4,female,58,0,1,2,/opt/ml/input/data/train/images/000542_female_Asian_58/mask4.jpg,5
1138,incorrect_mask,female,58,1,1,2,/opt/ml/input/data/train/images/000542_female_Asian_58/incorrect_mask.jpg,11
1139,mask3,female,58,0,1,2,/opt/ml/input/data/train/images/000542_female_Asian_58/mask3.jpg,5
1140,mask5,female,58,0,1,2,/opt/ml/input/data/train/images/000542_female_Asian_58/mask5.jpg,5
1141,normal,male,57,2,0,1,/opt/ml/input/data/train/images/001477_male_Asian_57/normal.jpg,13
1142,mask1,male,57,0,0,1,/opt/ml/input/data/train/images/001477_male_Asian_57/mask1.jpg,1
1143,mask2,male,57,0,0,1,/opt/ml/input/data/train/images/001477_male_Asian_57/mask2.jpg,1
1144,mask4,male,57,0,0,1,/opt/ml/input/data/train/images/001477_male_Asian_57/mask4.jpg,1
1145,incorrect_mask,male,57,1,0,1,/opt/ml/input/data/train/images/001477_male_Asian_57/incorrect_mask.jpg,7
1146,mask3,male,57,0,0,1,/opt/ml/input/data/train/images/001477_male_Asian_57/mask3.jpg,1
1147,mask5,male,57,0,0,1,/opt/ml/input/data/train/images/001477_male_Asian_57/mask5.jpg,1
1148,normal,male,18,2,0,0,/opt/ml/input/data/train/images/001221_male_Asian_19/normal.jpg,12
1149,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/001221_male_Asian_19/mask1.jpg,0
1150,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/001221_male_Asian_19/mask2.jpg,0
1151,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/001221_male_Asian_19/mask4.jpg,0
1152,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/001221_male_Asian_19/incorrect_mask.jpg,6
1153,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/001221_male_Asian_19/mask3.jpg,0
1154,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/001221_male_Asian_19/mask5.jpg,0
1155,normal,male,60,2,0,2,/opt/ml/input/data/train/images/001565_male_Asian_60/normal.jpg,14
1156,mask1,male,60,0,0,2,/opt/ml/input/data/train/images/001565_male_Asian_60/mask1.jpg,2
1157,mask2,male,60,0,0,2,/opt/ml/input/data/train/images/001565_male_Asian_60/mask2.jpg,2
1158,mask4,male,60,0,0,2,/opt/ml/input/data/train/images/001565_male_Asian_60/mask4.jpg,2
1159,incorrect_mask,male,60,1,0,2,/opt/ml/input/data/train/images/001565_male_Asian_60/incorrect_mask.jpg,8
1160,mask3,male,60,0,0,2,/opt/ml/input/data/train/images/001565_male_Asian_60/mask3.jpg,2
1161,mask5,male,60,0,0,2,/opt/ml/input/data/train/images/001565_male_Asian_60/mask5.jpg,2
1162,normal,male,60,2,0,2,/opt/ml/input/data/train/images/005418_male_Asian_60/normal.jpg,14
1163,mask1,male,60,0,0,2,/opt/ml/input/data/train/images/005418_male_Asian_60/mask1.jpg,2
1164,mask2,male,60,0,0,2,/opt/ml/input/data/train/images/005418_male_Asian_60/mask2.jpg,2
1165,mask4,male,60,0,0,2,/opt/ml/input/data/train/images/005418_male_Asian_60/mask4.jpg,2
1166,incorrect_mask,male,60,1,0,2,/opt/ml/input/data/train/images/005418_male_Asian_60/incorrect_mask.jpg,8
1167,mask3,male,60,0,0,2,/opt/ml/input/data/train/images/005418_male_Asian_60/mask3.jpg,2
1168,mask5,male,60,0,0,2,/opt/ml/input/data/train/images/005418_male_Asian_60/mask5.jpg,2
1169,normal,female,20,2,1,0,/opt/ml/input/data/train/images/003199_female_Asian_20/normal.jpg,15
1170,mask1,female,20,0,1,0,/opt/ml/input/data/train/images/003199_female_Asian_20/mask1.jpg,3
1171,mask2,female,20,0,1,0,/opt/ml/input/data/train/images/003199_female_Asian_20/mask2.jpg,3
1172,mask4,female,20,0,1,0,/opt/ml/input/data/train/images/003199_female_Asian_20/mask4.jpg,3
1173,incorrect_mask,female,20,1,1,0,/opt/ml/input/data/train/images/003199_female_Asian_20/incorrect_mask.jpg,9
1174,mask3,female,20,0,1,0,/opt/ml/input/data/train/images/003199_female_Asian_20/mask3.jpg,3
1175,mask5,female,20,0,1,0,/opt/ml/input/data/train/images/003199_female_Asian_20/mask5.jpg,3
1176,normal,female,18,2,1,0,/opt/ml/input/data/train/images/003057_female_Asian_19/normal.jpg,15
1177,mask1,female,18,0,1,0,/opt/ml/input/data/train/images/003057_female_Asian_19/mask1.jpg,3
1178,mask2,female,18,0,1,0,/opt/ml/input/data/train/images/003057_female_Asian_19/mask2.jpg,3
1179,mask4,female,18,0,1,0,/opt/ml/input/data/train/images/003057_female_Asian_19/mask4.jpg,3
1180,incorrect_mask,female,18,1,1,0,/opt/ml/input/data/train/images/003057_female_Asian_19/incorrect_mask.jpg,9
1181,mask3,female,18,0,1,0,/opt/ml/input/data/train/images/003057_female_Asian_19/mask3.jpg,3
1182,mask5,female,18,0,1,0,/opt/ml/input/data/train/images/003057_female_Asian_19/mask5.jpg,3
1183,normal,female,18,2,1,0,/opt/ml/input/data/train/images/006438_female_Asian_18/normal.jpg,15
1184,mask1,female,18,0,1,0,/opt/ml/input/data/train/images/006438_female_Asian_18/mask1.jpg,3
1185,mask2,female,18,0,1,0,/opt/ml/input/data/train/images/006438_female_Asian_18/mask2.jpg,3
1186,mask4,female,18,0,1,0,/opt/ml/input/data/train/images/006438_female_Asian_18/mask4.jpg,3
1187,incorrect_mask,female,18,1,1,0,/opt/ml/input/data/train/images/006438_female_Asian_18/incorrect_mask.jpg,9
1188,mask3,female,18,0,1,0,/opt/ml/input/data/train/images/006438_female_Asian_18/mask3.jpg,3
1189,mask5,female,18,0,1,0,/opt/ml/input/data/train/images/006438_female_Asian_18/mask5.jpg,3
1190,normal,female,18,2,1,0,/opt/ml/input/data/train/images/003190_female_Asian_19/normal.jpg,15
1191,mask1,female,18,0,1,0,/opt/ml/input/data/train/images/003190_female_Asian_19/mask1.jpg,3
1192,mask2,female,18,0,1,0,/opt/ml/input/data/train/images/003190_female_Asian_19/mask2.jpg,3
1193,mask4,female,18,0,1,0,/opt/ml/input/data/train/images/003190_female_Asian_19/mask4.jpg,3
1194,incorrect_mask,female,18,1,1,0,/opt/ml/input/data/train/images/003190_female_Asian_19/incorrect_mask.jpg,9
1195,mask3,female,18,0,1,0,/opt/ml/input/data/train/images/003190_female_Asian_19/mask3.jpg,3
1196,mask5,female,18,0,1,0,/opt/ml/input/data/train/images/003190_female_Asian_19/mask5.jpg,3
1197,normal,male,20,2,0,0,/opt/ml/input/data/train/images/006556_male_Asian_21/normal.jpg,12
1198,mask1,male,20,0,0,0,/opt/ml/input/data/train/images/006556_male_Asian_21/mask1.jpg,0
1199,mask2,male,20,0,0,0,/opt/ml/input/data/train/images/006556_male_Asian_21/mask2.jpg,0
1200,mask4,male,20,0,0,0,/opt/ml/input/data/train/images/006556_male_Asian_21/mask4.jpg,0
1201,incorrect_mask,male,20,1,0,0,/opt/ml/input/data/train/images/006556_male_Asian_21/incorrect_mask.jpg,6
1202,mask3,male,20,0,0,0,/opt/ml/input/data/train/images/006556_male_Asian_21/mask3.jpg,0
1203,mask5,male,20,0,0,0,/opt/ml/input/data/train/images/006556_male_Asian_21/mask5.jpg,0
1204,normal,male,59,2,0,2,/opt/ml/input/data/train/images/001904_male_Asian_59/normal.jpg,14
1205,mask1,male,59,0,0,2,/opt/ml/input/data/train/images/001904_male_Asian_59/mask1.jpg,2
1206,mask2,male,59,0,0,2,/opt/ml/input/data/train/images/001904_male_Asian_59/mask2.jpg,2
1207,mask4,male,59,0,0,2,/opt/ml/input/data/train/images/001904_male_Asian_59/mask4.jpg,2
1208,incorrect_mask,male,59,1,0,2,/opt/ml/input/data/train/images/001904_male_Asian_59/incorrect_mask.jpg,8
1209,mask3,male,59,0,0,2,/opt/ml/input/data/train/images/001904_male_Asian_59/mask3.jpg,2
1210,mask5,male,59,0,0,2,/opt/ml/input/data/train/images/001904_male_Asian_59/mask5.jpg,2
1211,normal,male,60,2,0,2,/opt/ml/input/data/train/images/004209_male_Asian_60/normal.jpg,14
1212,mask1,male,60,0,0,2,/opt/ml/input/data/train/images/004209_male_Asian_60/mask1.jpg,2
1213,mask2,male,60,0,0,2,/opt/ml/input/data/train/images/004209_male_Asian_60/mask2.jpg,2
1214,mask4,male,60,0,0,2,/opt/ml/input/data/train/images/004209_male_Asian_60/mask4.jpg,2
1215,incorrect_mask,male,60,1,0,2,/opt/ml/input/data/train/images/004209_male_Asian_60/incorrect_mask.jpg,8
1216,mask3,male,60,0,0,2,/opt/ml/input/data/train/images/004209_male_Asian_60/mask3.jpg,2
1217,mask5,male,60,0,0,2,/opt/ml/input/data/train/images/004209_male_Asian_60/mask5.jpg,2
1218,normal,female,43,2,1,1,/opt/ml/input/data/train/images/003435_female_Asian_52/normal.jpg,16
1219,mask1,female,43,0,1,1,/opt/ml/input/data/train/images/003435_female_Asian_52/mask1.jpg,4
1220,mask2,female,43,0,1,1,/opt/ml/input/data/train/images/003435_female_Asian_52/mask2.jpg,4
1221,mask4,female,43,0,1,1,/opt/ml/input/data/train/images/003435_female_Asian_52/mask4.jpg,4
1222,incorrect_mask,female,43,1,1,1,/opt/ml/input/data/train/images/003435_female_Asian_52/incorrect_mask.jpg,10
1223,mask3,female,43,0,1,1,/opt/ml/input/data/train/images/003435_female_Asian_52/mask3.jpg,4
1224,mask5,female,43,0,1,1,/opt/ml/input/data/train/images/003435_female_Asian_52/mask5.jpg,4
1225,normal,female,60,2,1,2,/opt/ml/input/data/train/images/004279_female_Asian_60/normal.jpg,17
1226,mask1,female,60,0,1,2,/opt/ml/input/data/train/images/004279_female_Asian_60/mask1.jpg,5
1227,mask2,female,60,0,1,2,/opt/ml/input/data/train/images/004279_female_Asian_60/mask2.jpg,5
1228,mask4,female,60,0,1,2,/opt/ml/input/data/train/images/004279_female_Asian_60/mask4.jpg,5
1229,incorrect_mask,female,60,1,1,2,/opt/ml/input/data/train/images/004279_female_Asian_60/incorrect_mask.jpg,11
1230,mask3,female,60,0,1,2,/opt/ml/input/data/train/images/004279_female_Asian_60/mask3.jpg,5
1231,mask5,female,60,0,1,2,/opt/ml/input/data/train/images/004279_female_Asian_60/mask5.jpg,5
1232,normal,male,43,2,0,1,/opt/ml/input/data/train/images/005044_male_Asian_51/normal.jpg,13
1233,mask1,male,43,0,0,1,/opt/ml/input/data/train/images/005044_male_Asian_51/mask1.jpg,1
1234,mask2,male,43,0,0,1,/opt/ml/input/data/train/images/005044_male_Asian_51/mask2.jpg,1
1235,mask4,male,43,0,0,1,/opt/ml/input/data/train/images/005044_male_Asian_51/mask4.jpg,1
1236,incorrect_mask,male,43,1,0,1,/opt/ml/input/data/train/images/005044_male_Asian_51/incorrect_mask.jpg,7
1237,mask3,male,43,0,0,1,/opt/ml/input/data/train/images/005044_male_Asian_51/mask3.jpg,1
1238,mask5,male,43,0,0,1,/opt/ml/input/data/train/images/005044_male_Asian_51/mask5.jpg,1
1239,normal,female,58,2,1,2,/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,17
1240,mask1,female,58,0,1,2,/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,5
1241,mask2,female,58,0,1,2,/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,5
1242,mask4,female,58,0,1,2,/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,5
1243,incorrect_mask,female,58,1,1,2,/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,11
1244,mask3,female,58,0,1,2,/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,5
1245,mask5,female,58,0,1,2,/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,5
1246,normal,female,30,2,1,1,/opt/ml/input/data/train/images/005020_female_Asian_29/normal.jpg,16
1247,mask1,female,30,0,1,1,/opt/ml/input/data/train/images/005020_female_Asian_29/mask1.jpg,4
1248,mask2,female,30,0,1,1,/opt/ml/input/data/train/images/005020_female_Asian_29/mask2.jpg,4
1249,mask4,female,30,0,1,1,/opt/ml/input/data/train/images/005020_female_Asian_29/mask4.jpg,4
1250,incorrect_mask,female,30,1,1,1,/opt/ml/input/data/train/images/005020_female_Asian_29/incorrect_mask.jpg,10
1251,mask3,female,30,0,1,1,/opt/ml/input/data/train/images/005020_female_Asian_29/mask3.jpg,4
1252,mask5,female,30,0,1,1,/opt/ml/input/data/train/images/005020_female_Asian_29/mask5.jpg,4
1253,normal,female,57,2,1,1,/opt/ml/input/data/train/images/003890_female_Asian_57/normal.jpg,16
1254,mask1,female,57,0,1,1,/opt/ml/input/data/train/images/003890_female_Asian_57/mask1.jpg,4
1255,mask2,female,57,0,1,1,/opt/ml/input/data/train/images/003890_female_Asian_57/mask2.jpg,4
1256,mask4,female,57,0,1,1,/opt/ml/input/data/train/images/003890_female_Asian_57/mask4.jpg,4
1257,incorrect_mask,female,57,1,1,1,/opt/ml/input/data/train/images/003890_female_Asian_57/incorrect_mask.jpg,10
1258,mask3,female,57,0,1,1,/opt/ml/input/data/train/images/003890_female_Asian_57/mask3.jpg,4
1259,mask5,female,57,0,1,1,/opt/ml/input/data/train/images/003890_female_Asian_57/mask5.jpg,4
1260,normal,male,43,2,0,1,/opt/ml/input/data/train/images/003983_male_Asian_52/normal.jpg,13
1261,mask1,male,43,0,0,1,/opt/ml/input/data/train/images/003983_male_Asian_52/mask1.jpg,1
1262,mask2,male,43,0,0,1,/opt/ml/input/data/train/images/003983_male_Asian_52/mask2.jpg,1
1263,mask4,male,43,0,0,1,/opt/ml/input/data/train/images/003983_male_Asian_52/mask4.jpg,1
1264,incorrect_mask,male,43,1,0,1,/opt/ml/input/data/train/images/003983_male_Asian_52/incorrect_mask.jpg,7
1265,mask3,male,43,0,0,1,/opt/ml/input/data/train/images/003983_male_Asian_52/mask3.jpg,1
1266,mask5,male,43,0,0,1,/opt/ml/input/data/train/images/003983_male_Asian_52/mask5.jpg,1
1267,normal,male,43,2,0,1,/opt/ml/input/data/train/images/003403_male_Asian_52/normal.jpg,13
1268,mask1,male,43,0,0,1,/opt/ml/input/data/train/images/003403_male_Asian_52/mask1.jpg,1
1269,mask2,male,43,0,0,1,/opt/ml/input/data/train/images/003403_male_Asian_52/mask2.jpg,1
1270,mask4,male,43,0,0,1,/opt/ml/input/data/train/images/003403_male_Asian_52/mask4.jpg,1
1271,incorrect_mask,male,43,1,0,1,/opt/ml/input/data/train/images/003403_male_Asian_52/incorrect_mask.jpg,7
1272,mask3,male,43,0,0,1,/opt/ml/input/data/train/images/003403_male_Asian_52/mask3.jpg,1
1273,mask5,male,43,0,0,1,/opt/ml/input/data/train/images/003403_male_Asian_52/mask5.jpg,1
1274,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/006207_male_Asian_19/mask3.png,0
1275,normal,male,18,2,0,0,/opt/ml/input/data/train/images/006207_male_Asian_19/normal.png,12
1276,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/006207_male_Asian_19/mask2.png,0
1277,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/006207_male_Asian_19/mask1.png,0
1278,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/006207_male_Asian_19/mask5.png,0
1279,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/006207_male_Asian_19/mask4.png,0
1280,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/006207_male_Asian_19/incorrect_mask.png,6
1281,normal,female,57,2,1,1,/opt/ml/input/data/train/images/000278_female_Asian_54/normal.jpg,16
1282,mask1,female,57,0,1,1,/opt/ml/input/data/train/images/000278_female_Asian_54/mask1.jpg,4
1283,mask2,female,57,0,1,1,/opt/ml/input/data/train/images/000278_female_Asian_54/mask2.jpg,4
1284,mask4,female,57,0,1,1,/opt/ml/input/data/train/images/000278_female_Asian_54/mask4.jpg,4
1285,incorrect_mask,female,57,1,1,1,/opt/ml/input/data/train/images/000278_female_Asian_54/incorrect_mask.jpg,10
1286,mask3,female,57,0,1,1,/opt/ml/input/data/train/images/000278_female_Asian_54/mask3.jpg,4
1287,mask5,female,57,0,1,1,/opt/ml/input/data/train/images/000278_female_Asian_54/mask5.jpg,4
1288,normal,female,57,2,1,1,/opt/ml/input/data/train/images/000676_female_Asian_57/normal.jpg,16
1289,mask1,female,57,0,1,1,/opt/ml/input/data/train/images/000676_female_Asian_57/mask1.jpg,4
1290,mask2,female,57,0,1,1,/opt/ml/input/data/train/images/000676_female_Asian_57/mask2.jpg,4
1291,mask4,female,57,0,1,1,/opt/ml/input/data/train/images/000676_female_Asian_57/mask4.jpg,4
1292,incorrect_mask,female,57,1,1,1,/opt/ml/input/data/train/images/000676_female_Asian_57/incorrect_mask.jpg,10
1293,mask3,female,57,0,1,1,/opt/ml/input/data/train/images/000676_female_Asian_57/mask3.jpg,4
1294,mask5,female,57,0,1,1,/opt/ml/input/data/train/images/000676_female_Asian_57/mask5.jpg,4
1295,normal,female,20,2,1,0,/opt/ml/input/data/train/images/003157_female_Asian_20/normal.jpg,15
1296,mask1,female,20,0,1,0,/opt/ml/input/data/train/images/003157_female_Asian_20/mask1.jpg,3
1297,mask2,female,20,0,1,0,/opt/ml/input/data/train/images/003157_female_Asian_20/mask2.jpg,3
1298,mask4,female,20,0,1,0,/opt/ml/input/data/train/images/003157_female_Asian_20/mask4.jpg,3
1299,incorrect_mask,female,20,1,1,0,/opt/ml/input/data/train/images/003157_female_Asian_20/incorrect_mask.jpg,9
1300,mask3,female,20,0,1,0,/opt/ml/input/data/train/images/003157_female_Asian_20/mask3.jpg,3
1301,mask5,female,20,0,1,0,/opt/ml/input/data/train/images/003157_female_Asian_20/mask5.jpg,3
1302,normal,male,20,2,0,0,/opt/ml/input/data/train/images/001235_male_Asian_20/normal.jpg,12
1303,mask1,male,20,0,0,0,/opt/ml/input/data/train/images/001235_male_Asian_20/mask1.jpg,0
1304,mask2,male,20,0,0,0,/opt/ml/input/data/train/images/001235_male_Asian_20/mask2.jpg,0
1305,mask4,male,20,0,0,0,/opt/ml/input/data/train/images/001235_male_Asian_20/mask4.jpg,0
1306,incorrect_mask,male,20,1,0,0,/opt/ml/input/data/train/images/001235_male_Asian_20/incorrect_mask.jpg,6
1307,mask3,male,20,0,0,0,/opt/ml/input/data/train/images/001235_male_Asian_20/mask3.jpg,0
1308,mask5,male,20,0,0,0,/opt/ml/input/data/train/images/001235_male_Asian_20/mask5.jpg,0
1309,normal,female,43,2,1,1,/opt/ml/input/data/train/images/000750_female_Asian_52/normal.jpg,16
1310,mask1,female,43,0,1,1,/opt/ml/input/data/train/images/000750_female_Asian_52/mask1.jpg,4
1311,mask2,female,43,0,1,1,/opt/ml/input/data/train/images/000750_female_Asian_52/mask2.jpg,4
1312,mask4,female,43,0,1,1,/opt/ml/input/data/train/images/000750_female_Asian_52/mask4.jpg,4
1313,incorrect_mask,female,43,1,1,1,/opt/ml/input/data/train/images/000750_female_Asian_52/incorrect_mask.jpg,10
1314,mask3,female,43,0,1,1,/opt/ml/input/data/train/images/000750_female_Asian_52/mask3.jpg,4
1315,mask5,female,43,0,1,1,/opt/ml/input/data/train/images/000750_female_Asian_52/mask5.jpg,4
1316,normal,male,57,2,0,1,/opt/ml/input/data/train/images/003471_male_Asian_55/normal.jpg,13
1317,mask1,male,57,0,0,1,/opt/ml/input/data/train/images/003471_male_Asian_55/mask1.jpg,1
1318,mask2,male,57,0,0,1,/opt/ml/input/data/train/images/003471_male_Asian_55/mask2.jpg,1
1319,mask4,male,57,0,0,1,/opt/ml/input/data/train/images/003471_male_Asian_55/mask4.jpg,1
1320,incorrect_mask,male,57,1,0,1,/opt/ml/input/data/train/images/003471_male_Asian_55/incorrect_mask.jpg,7
1321,mask3,male,57,0,0,1,/opt/ml/input/data/train/images/003471_male_Asian_55/mask3.jpg,1
1322,mask5,male,57,0,0,1,/opt/ml/input/data/train/images/003471_male_Asian_55/mask5.jpg,1
1323,normal,male,59,2,0,2,/opt/ml/input/data/train/images/005149_male_Asian_59/normal.jpg,14
1324,mask1,male,59,0,0,2,/opt/ml/input/data/train/images/005149_male_Asian_59/mask1.jpg,2
1325,mask2,male,59,0,0,2,/opt/ml/input/data/train/images/005149_male_Asian_59/mask2.jpg,2
1326,mask4,male,59,0,0,2,/opt/ml/input/data/train/images/005149_male_Asian_59/mask4.jpg,2
1327,incorrect_mask,male,59,1,0,2,/opt/ml/input/data/train/images/005149_male_Asian_59/incorrect_mask.jpg,8
1328,mask3,male,59,0,0,2,/opt/ml/input/data/train/images/005149_male_Asian_59/mask3.jpg,2
1329,mask5,male,59,0,0,2,/opt/ml/input/data/train/images/005149_male_Asian_59/mask5.jpg,2
1330,normal,female,43,2,1,1,/opt/ml/input/data/train/images/001883_female_Asian_49/normal.jpg,16
1331,mask1,female,43,0,1,1,/opt/ml/input/data/train/images/001883_female_Asian_49/mask1.jpg,4
1332,mask2,female,43,0,1,1,/opt/ml/input/data/train/images/001883_female_Asian_49/mask2.jpg,4
1333,mask4,female,43,0,1,1,/opt/ml/input/data/train/images/001883_female_Asian_49/mask4.jpg,4
1334,incorrect_mask,female,43,1,1,1,/opt/ml/input/data/train/images/001883_female_Asian_49/incorrect_mask.jpg,10
1335,mask3,female,43,0,1,1,/opt/ml/input/data/train/images/001883_female_Asian_49/mask3.jpg,4
1336,mask5,female,43,0,1,1,/opt/ml/input/data/train/images/001883_female_Asian_49/mask5.jpg,4
1337,normal,female,20,2,1,0,/opt/ml/input/data/train/images/003285_female_Asian_20/normal.jpg,15
1338,mask1,female,20,0,1,0,/opt/ml/input/data/train/images/003285_female_Asian_20/mask1.jpg,3
1339,mask2,female,20,0,1,0,/opt/ml/input/data/train/images/003285_female_Asian_20/mask2.jpg,3
1340,mask4,female,20,0,1,0,/opt/ml/input/data/train/images/003285_female_Asian_20/mask4.jpg,3
1341,incorrect_mask,female,20,1,1,0,/opt/ml/input/data/train/images/003285_female_Asian_20/incorrect_mask.jpg,9
1342,mask3,female,20,0,1,0,/opt/ml/input/data/train/images/003285_female_Asian_20/mask3.jpg,3
1343,mask5,female,20,0,1,0,/opt/ml/input/data/train/images/003285_female_Asian_20/mask5.jpg,3
1344,normal,male,23,2,0,0,/opt/ml/input/data/train/images/001067_male_Asian_24/normal.jpg,12
1345,mask1,male,23,0,0,0,/opt/ml/input/data/train/images/001067_male_Asian_24/mask1.jpg,0
1346,mask2,male,23,0,0,0,/opt/ml/input/data/train/images/001067_male_Asian_24/mask2.jpg,0
1347,mask4,male,23,0,0,0,/opt/ml/input/data/train/images/001067_male_Asian_24/mask4.jpg,0
1348,incorrect_mask,male,23,1,0,0,/opt/ml/input/data/train/images/001067_male_Asian_24/incorrect_mask.jpg,6
1349,mask3,male,23,0,0,0,/opt/ml/input/data/train/images/001067_male_Asian_24/mask3.jpg,0
1350,mask5,male,23,0,0,0,/opt/ml/input/data/train/images/001067_male_Asian_24/mask5.jpg,0
1351,normal,male,43,2,0,1,/opt/ml/input/data/train/images/003632_male_Asian_43/normal.jpg,13
1352,mask1,male,43,0,0,1,/opt/ml/input/data/train/images/003632_male_Asian_43/mask1.jpg,1
1353,mask2,male,43,0,0,1,/opt/ml/input/data/train/images/003632_male_Asian_43/mask2.jpg,1
1354,mask4,male,43,0,0,1,/opt/ml/input/data/train/images/003632_male_Asian_43/mask4.jpg,1
1355,incorrect_mask,male,43,1,0,1,/opt/ml/input/data/train/images/003632_male_Asian_43/incorrect_mask.jpg,7
1356,mask3,male,43,0,0,1,/opt/ml/input/data/train/images/003632_male_Asian_43/mask3.jpg,1
1357,mask5,male,43,0,0,1,/opt/ml/input/data/train/images/003632_male_Asian_43/mask5.jpg,1
1358,normal,female,18,2,1,0,/opt/ml/input/data/train/images/006347_female_Asian_18/normal.jpg,15
1359,mask1,female,18,0,1,0,/opt/ml/input/data/train/images/006347_female_Asian_18/mask1.jpg,3
