,mask,gender,age,mask_label,gender_label,age_label,path,label
2653,mask3,female,18,0,1,0,/opt/ml/input/data/train/images/006057_female_Asian_19/mask3.png,3
2654,normal,female,18,2,1,0,/opt/ml/input/data/train/images/006057_female_Asian_19/normal.png,15
2655,mask2,female,18,0,1,0,/opt/ml/input/data/train/images/006057_female_Asian_19/mask2.png,3
2656,mask1,female,18,0,1,0,/opt/ml/input/data/train/images/006057_female_Asian_19/mask1.png,3
2657,mask5,female,18,0,1,0,/opt/ml/input/data/train/images/006057_female_Asian_19/mask5.png,3
2658,mask4,female,18,0,1,0,/opt/ml/input/data/train/images/006057_female_Asian_19/mask4.png,3
2659,incorrect_mask,female,18,1,1,0,/opt/ml/input/data/train/images/006057_female_Asian_19/incorrect_mask.png,9
2660,normal,male,20,2,0,0,/opt/ml/input/data/train/images/001129_male_Asian_20/normal.jpg,12
2661,mask1,male,20,0,0,0,/opt/ml/input/data/train/images/001129_male_Asian_20/mask1.jpg,0
2662,mask2,male,20,0,0,0,/opt/ml/input/data/train/images/001129_male_Asian_20/mask2.jpg,0
2663,mask4,male,20,0,0,0,/opt/ml/input/data/train/images/001129_male_Asian_20/mask4.jpg,0
2664,incorrect_mask,male,20,1,0,0,/opt/ml/input/data/train/images/001129_male_Asian_20/incorrect_mask.jpg,6
2665,mask3,male,20,0,0,0,/opt/ml/input/data/train/images/001129_male_Asian_20/mask3.jpg,0
2666,mask5,male,20,0,0,0,/opt/ml/input/data/train/images/001129_male_Asian_20/mask5.jpg,0
2667,normal,female,18,2,1,0,/opt/ml/input/data/train/images/003383_female_Asian_19/normal.jpg,15
2668,mask1,female,18,0,1,0,/opt/ml/input/data/train/images/003383_female_Asian_19/mask1.jpg,3
2669,mask2,female,18,0,1,0,/opt/ml/input/data/train/images/003383_female_Asian_19/mask2.jpg,3
2670,mask4,female,18,0,1,0,/opt/ml/input/data/train/images/003383_female_Asian_19/mask4.jpg,3
2671,incorrect_mask,female,18,1,1,0,/opt/ml/input/data/train/images/003383_female_Asian_19/incorrect_mask.jpg,9
2672,mask3,female,18,0,1,0,/opt/ml/input/data/train/images/003383_female_Asian_19/mask3.jpg,3
2673,mask5,female,18,0,1,0,/opt/ml/input/data/train/images/003383_female_Asian_19/mask5.jpg,3
2674,normal,female,20,2,1,0,/opt/ml/input/data/train/images/003085_female_Asian_20/normal.jpg,15
2675,mask1,female,20,0,1,0,/opt/ml/input/data/train/images/003085_female_Asian_20/mask1.jpg,3
2676,mask2,female,20,0,1,0,/opt/ml/input/data/train/images/003085_female_Asian_20/mask2.jpg,3
2677,mask4,female,20,0,1,0,/opt/ml/input/data/train/images/003085_female_Asian_20/mask4.jpg,3
2678,incorrect_mask,female,20,1,1,0,/opt/ml/input/data/train/images/003085_female_Asian_20/incorrect_mask.jpg,9
2679,mask3,female,20,0,1,0,/opt/ml/input/data/train/images/003085_female_Asian_20/mask3.jpg,3
2680,mask5,female,20,0,1,0,/opt/ml/input/data/train/images/003085_female_Asian_20/mask5.jpg,3
2681,normal,female,58,2,1,2,/opt/ml/input/data/train/images/000669_female_Asian_58/normal.jpg,17
2682,mask1,female,58,0,1,2,/opt/ml/input/data/train/images/000669_female_Asian_58/mask1.jpg,5
2683,mask2,female,58,0,1,2,/opt/ml/input/data/train/images/000669_female_Asian_58/mask2.jpg,5
2684,mask4,female,58,0,1,2,/opt/ml/input/data/train/images/000669_female_Asian_58/mask4.jpg,5
2685,incorrect_mask,female,58,1,1,2,/opt/ml/input/data/train/images/000669_female_Asian_58/incorrect_mask.jpg,11
2686,mask3,female,58,0,1,2,/opt/ml/input/data/train/images/000669_female_Asian_58/mask3.jpg,5
2687,mask5,female,58,0,1,2,/opt/ml/input/data/train/images/000669_female_Asian_58/mask5.jpg,5
2688,normal,male,20,2,0,0,/opt/ml/input/data/train/images/001840-1_male_Asian_22/normal.jpg,12
2689,mask1,male,20,0,0,0,/opt/ml/input/data/train/images/001840-1_male_Asian_22/mask1.jpg,0
2690,mask2,male,20,0,0,0,/opt/ml/input/data/train/images/001840-1_male_Asian_22/mask2.jpg,0
2691,mask4,male,20,0,0,0,/opt/ml/input/data/train/images/001840-1_male_Asian_22/mask4.jpg,0
2692,incorrect_mask,male,20,1,0,0,/opt/ml/input/data/train/images/001840-1_male_Asian_22/incorrect_mask.jpg,6
2693,mask3,male,20,0,0,0,/opt/ml/input/data/train/images/001840-1_male_Asian_22/mask3.jpg,0
2694,mask5,male,20,0,0,0,/opt/ml/input/data/train/images/001840-1_male_Asian_22/mask5.jpg,0
2695,normal,female,43,2,1,1,/opt/ml/input/data/train/images/000653_female_Asian_52/normal.jpg,16
2696,mask1,female,43,0,1,1,/opt/ml/input/data/train/images/000653_female_Asian_52/mask1.jpg,4
2697,mask2,female,43,0,1,1,/opt/ml/input/data/train/images/000653_female_Asian_52/mask2.jpg,4
2698,mask4,female,43,0,1,1,/opt/ml/input/data/train/images/000653_female_Asian_52/mask4.jpg,4
2699,incorrect_mask,female,43,1,1,1,/opt/ml/input/data/train/images/000653_female_Asian_52/incorrect_mask.jpg,10
2700,mask3,female,43,0,1,1,/opt/ml/input/data/train/images/000653_female_Asian_52/mask3.jpg,4
2701,mask5,female,43,0,1,1,/opt/ml/input/data/train/images/000653_female_Asian_52/mask5.jpg,4
2702,normal,male,18,2,0,0,/opt/ml/input/data/train/images/006562_male_Asian_19/normal.jpg,12
2703,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/006562_male_Asian_19/mask1.jpg,0
2704,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/006562_male_Asian_19/mask2.jpg,0
2705,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/006562_male_Asian_19/mask4.jpg,0
2706,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/006562_male_Asian_19/incorrect_mask.jpg,6
2707,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/006562_male_Asian_19/mask3.jpg,0
2708,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/006562_male_Asian_19/mask5.jpg,0
2709,normal,male,18,2,0,0,/opt/ml/input/data/train/images/006617_male_Asian_19/normal.jpeg,12
2710,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/006617_male_Asian_19/mask3.jpeg,0
2711,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/006617_male_Asian_19/mask4.jpeg,0
2712,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/006617_male_Asian_19/incorrect_mask.jpeg,6
2713,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/006617_male_Asian_19/mask2.jpeg,0
2714,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/006617_male_Asian_19/mask5.jpeg,0
2715,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/006617_male_Asian_19/mask1.jpeg,0
2716,normal,male,30,2,0,1,/opt/ml/input/data/train/images/001788_male_Asian_28/normal.jpg,13
2717,mask1,male,30,0,0,1,/opt/ml/input/data/train/images/001788_male_Asian_28/mask1.jpg,1
2718,mask2,male,30,0,0,1,/opt/ml/input/data/train/images/001788_male_Asian_28/mask2.jpg,1
2719,mask4,male,30,0,0,1,/opt/ml/input/data/train/images/001788_male_Asian_28/mask4.jpg,1
2720,incorrect_mask,male,30,1,0,1,/opt/ml/input/data/train/images/001788_male_Asian_28/incorrect_mask.jpg,7
2721,mask3,male,30,0,0,1,/opt/ml/input/data/train/images/001788_male_Asian_28/mask3.jpg,1
2722,mask5,male,30,0,0,1,/opt/ml/input/data/train/images/001788_male_Asian_28/mask5.jpg,1
2723,normal,male,59,2,0,2,/opt/ml/input/data/train/images/001592_male_Asian_59/normal.jpg,14
2724,mask1,male,59,0,0,2,/opt/ml/input/data/train/images/001592_male_Asian_59/mask1.jpg,2
2725,mask2,male,59,0,0,2,/opt/ml/input/data/train/images/001592_male_Asian_59/mask2.jpg,2
2726,mask4,male,59,0,0,2,/opt/ml/input/data/train/images/001592_male_Asian_59/mask4.jpg,2
2727,incorrect_mask,male,59,1,0,2,/opt/ml/input/data/train/images/001592_male_Asian_59/incorrect_mask.jpg,8
2728,mask3,male,59,0,0,2,/opt/ml/input/data/train/images/001592_male_Asian_59/mask3.jpg,2
2729,mask5,male,59,0,0,2,/opt/ml/input/data/train/images/001592_male_Asian_59/mask5.jpg,2
2730,normal,female,58,2,1,2,/opt/ml/input/data/train/images/003599_female_Asian_58/normal.jpg,17
2731,mask1,female,58,0,1,2,/opt/ml/input/data/train/images/003599_female_Asian_58/mask1.jpg,5
2732,mask2,female,58,0,1,2,/opt/ml/input/data/train/images/003599_female_Asian_58/mask2.jpg,5
2733,mask4,female,58,0,1,2,/opt/ml/input/data/train/images/003599_female_Asian_58/mask4.jpg,5
2734,incorrect_mask,female,58,1,1,2,/opt/ml/input/data/train/images/003599_female_Asian_58/incorrect_mask.jpg,11
2735,mask3,female,58,0,1,2,/opt/ml/input/data/train/images/003599_female_Asian_58/mask3.jpg,5
2736,mask5,female,58,0,1,2,/opt/ml/input/data/train/images/003599_female_Asian_58/mask5.jpg,5
2737,normal,female,30,2,1,1,/opt/ml/input/data/train/images/005143_female_Asian_29/normal.jpg,16
2738,mask1,female,30,0,1,1,/opt/ml/input/data/train/images/005143_female_Asian_29/mask1.jpg,4
2739,mask2,female,30,0,1,1,/opt/ml/input/data/train/images/005143_female_Asian_29/mask2.jpg,4
2740,mask4,female,30,0,1,1,/opt/ml/input/data/train/images/005143_female_Asian_29/mask4.jpg,4
2741,incorrect_mask,female,30,1,1,1,/opt/ml/input/data/train/images/005143_female_Asian_29/incorrect_mask.jpg,10
2742,mask3,female,30,0,1,1,/opt/ml/input/data/train/images/005143_female_Asian_29/mask3.jpg,4
2743,mask5,female,30,0,1,1,/opt/ml/input/data/train/images/005143_female_Asian_29/mask5.jpg,4
2744,normal,male,20,2,0,0,/opt/ml/input/data/train/images/005272_male_Asian_20/normal.jpg,12
2745,mask1,male,20,0,0,0,/opt/ml/input/data/train/images/005272_male_Asian_20/mask1.jpg,0
2746,mask2,male,20,0,0,0,/opt/ml/input/data/train/images/005272_male_Asian_20/mask2.jpg,0
2747,mask4,male,20,0,0,0,/opt/ml/input/data/train/images/005272_male_Asian_20/mask4.jpg,0
2748,incorrect_mask,male,20,1,0,0,/opt/ml/input/data/train/images/005272_male_Asian_20/incorrect_mask.jpg,6
2749,mask3,male,20,0,0,0,/opt/ml/input/data/train/images/005272_male_Asian_20/mask3.jpg,0
2750,mask5,male,20,0,0,0,/opt/ml/input/data/train/images/005272_male_Asian_20/mask5.jpg,0
2751,normal,male,18,2,0,0,/opt/ml/input/data/train/images/006086_male_Asian_19/normal.jpg,12
2752,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/006086_male_Asian_19/mask1.jpg,0
2753,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/006086_male_Asian_19/mask2.jpg,0
2754,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/006086_male_Asian_19/mask4.jpg,0
2755,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/006086_male_Asian_19/incorrect_mask.jpg,6
2756,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/006086_male_Asian_19/mask3.jpg,0
2757,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/006086_male_Asian_19/mask5.jpg,0
2758,normal,female,23,2,1,0,/opt/ml/input/data/train/images/005443_female_Asian_23/normal.jpg,15
2759,mask1,female,23,0,1,0,/opt/ml/input/data/train/images/005443_female_Asian_23/mask1.jpg,3
2760,mask2,female,23,0,1,0,/opt/ml/input/data/train/images/005443_female_Asian_23/mask2.jpg,3
2761,mask4,female,23,0,1,0,/opt/ml/input/data/train/images/005443_female_Asian_23/mask4.jpg,3
2762,incorrect_mask,female,23,1,1,0,/opt/ml/input/data/train/images/005443_female_Asian_23/incorrect_mask.jpg,9
2763,mask3,female,23,0,1,0,/opt/ml/input/data/train/images/005443_female_Asian_23/mask3.jpg,3
2764,mask5,female,23,0,1,0,/opt/ml/input/data/train/images/005443_female_Asian_23/mask5.jpg,3
2765,normal,female,57,2,1,1,/opt/ml/input/data/train/images/000518_female_Asian_55/normal.jpg,16
2766,mask1,female,57,0,1,1,/opt/ml/input/data/train/images/000518_female_Asian_55/mask1.jpg,4
2767,mask2,female,57,0,1,1,/opt/ml/input/data/train/images/000518_female_Asian_55/mask2.jpg,4
2768,mask4,female,57,0,1,1,/opt/ml/input/data/train/images/000518_female_Asian_55/mask4.jpg,4
2769,incorrect_mask,female,57,1,1,1,/opt/ml/input/data/train/images/000518_female_Asian_55/incorrect_mask.jpg,10
2770,mask3,female,57,0,1,1,/opt/ml/input/data/train/images/000518_female_Asian_55/mask3.jpg,4
2771,mask5,female,57,0,1,1,/opt/ml/input/data/train/images/000518_female_Asian_55/mask5.jpg,4
2772,normal,male,23,2,0,0,/opt/ml/input/data/train/images/001659_male_Asian_23/normal.jpg,12
2773,mask1,male,23,0,0,0,/opt/ml/input/data/train/images/001659_male_Asian_23/mask1.jpg,0
2774,mask2,male,23,0,0,0,/opt/ml/input/data/train/images/001659_male_Asian_23/mask2.jpg,0
2775,mask4,male,23,0,0,0,/opt/ml/input/data/train/images/001659_male_Asian_23/mask4.jpg,0
2776,incorrect_mask,male,23,1,0,0,/opt/ml/input/data/train/images/001659_male_Asian_23/incorrect_mask.jpg,6
2777,mask3,male,23,0,0,0,/opt/ml/input/data/train/images/001659_male_Asian_23/mask3.jpg,0
2778,mask5,male,23,0,0,0,/opt/ml/input/data/train/images/001659_male_Asian_23/mask5.jpg,0
2779,normal,male,43,2,0,1,/opt/ml/input/data/train/images/001989_male_Asian_50/normal.jpg,13
2780,mask1,male,43,0,0,1,/opt/ml/input/data/train/images/001989_male_Asian_50/mask1.jpg,1
2781,mask2,male,43,0,0,1,/opt/ml/input/data/train/images/001989_male_Asian_50/mask2.jpg,1
2782,mask4,male,43,0,0,1,/opt/ml/input/data/train/images/001989_male_Asian_50/mask4.jpg,1
2783,incorrect_mask,male,43,1,0,1,/opt/ml/input/data/train/images/001989_male_Asian_50/incorrect_mask.jpg,7
2784,mask3,male,43,0,0,1,/opt/ml/input/data/train/images/001989_male_Asian_50/mask3.jpg,1
2785,mask5,male,43,0,0,1,/opt/ml/input/data/train/images/001989_male_Asian_50/mask5.jpg,1
2786,normal,male,20,2,0,0,/opt/ml/input/data/train/images/005285_male_Asian_22/normal.jpg,12
2787,mask1,male,20,0,0,0,/opt/ml/input/data/train/images/005285_male_Asian_22/mask1.jpg,0
2788,mask2,male,20,0,0,0,/opt/ml/input/data/train/images/005285_male_Asian_22/mask2.jpg,0
2789,mask4,male,20,0,0,0,/opt/ml/input/data/train/images/005285_male_Asian_22/mask4.jpg,0
2790,incorrect_mask,male,20,1,0,0,/opt/ml/input/data/train/images/005285_male_Asian_22/incorrect_mask.jpg,6
2791,mask3,male,20,0,0,0,/opt/ml/input/data/train/images/005285_male_Asian_22/mask3.jpg,0
2792,mask5,male,20,0,0,0,/opt/ml/input/data/train/images/005285_male_Asian_22/mask5.jpg,0
2793,normal,male,60,2,0,2,/opt/ml/input/data/train/images/001444_male_Asian_60/normal.jpg,14
2794,mask1,male,60,0,0,2,/opt/ml/input/data/train/images/001444_male_Asian_60/mask1.jpg,2
2795,mask2,male,60,0,0,2,/opt/ml/input/data/train/images/001444_male_Asian_60/mask2.jpg,2
2796,mask4,male,60,0,0,2,/opt/ml/input/data/train/images/001444_male_Asian_60/mask4.jpg,2
2797,incorrect_mask,male,60,1,0,2,/opt/ml/input/data/train/images/001444_male_Asian_60/incorrect_mask.jpg,8
2798,mask3,male,60,0,0,2,/opt/ml/input/data/train/images/001444_male_Asian_60/mask3.jpg,2
2799,mask5,male,60,0,0,2,/opt/ml/input/data/train/images/001444_male_Asian_60/mask5.jpg,2
2800,normal,male,57,2,0,1,/opt/ml/input/data/train/images/001735_male_Asian_53/normal.jpg,13
2801,mask1,male,57,0,0,1,/opt/ml/input/data/train/images/001735_male_Asian_53/mask1.jpg,1
2802,mask2,male,57,0,0,1,/opt/ml/input/data/train/images/001735_male_Asian_53/mask2.jpg,1
2803,mask4,male,57,0,0,1,/opt/ml/input/data/train/images/001735_male_Asian_53/mask4.jpg,1
2804,incorrect_mask,male,57,1,0,1,/opt/ml/input/data/train/images/001735_male_Asian_53/incorrect_mask.jpg,7
2805,mask3,male,57,0,0,1,/opt/ml/input/data/train/images/001735_male_Asian_53/mask3.jpg,1
2806,mask5,male,57,0,0,1,/opt/ml/input/data/train/images/001735_male_Asian_53/mask5.jpg,1
2807,normal,female,57,2,1,1,/opt/ml/input/data/train/images/000048_female_Asian_57/normal.jpg,16
2808,mask1,female,57,0,1,1,/opt/ml/input/data/train/images/000048_female_Asian_57/mask1.jpg,4
2809,mask2,female,57,0,1,1,/opt/ml/input/data/train/images/000048_female_Asian_57/mask2.jpg,4
2810,mask4,female,57,0,1,1,/opt/ml/input/data/train/images/000048_female_Asian_57/mask4.jpg,4
2811,incorrect_mask,female,57,1,1,1,/opt/ml/input/data/train/images/000048_female_Asian_57/incorrect_mask.jpg,10
2812,mask3,female,57,0,1,1,/opt/ml/input/data/train/images/000048_female_Asian_57/mask3.jpg,4
2813,mask5,female,57,0,1,1,/opt/ml/input/data/train/images/000048_female_Asian_57/mask5.jpg,4
2814,normal,female,18,2,1,0,/opt/ml/input/data/train/images/003323_female_Asian_19/normal.jpg,15
2815,mask1,female,18,0,1,0,/opt/ml/input/data/train/images/003323_female_Asian_19/mask1.jpg,3
2816,mask2,female,18,0,1,0,/opt/ml/input/data/train/images/003323_female_Asian_19/mask2.jpg,3
2817,mask4,female,18,0,1,0,/opt/ml/input/data/train/images/003323_female_Asian_19/mask4.jpg,3
2818,incorrect_mask,female,18,1,1,0,/opt/ml/input/data/train/images/003323_female_Asian_19/incorrect_mask.jpg,9
2819,mask3,female,18,0,1,0,/opt/ml/input/data/train/images/003323_female_Asian_19/mask3.jpg,3
2820,mask5,female,18,0,1,0,/opt/ml/input/data/train/images/003323_female_Asian_19/mask5.jpg,3
2821,normal,female,57,2,1,1,/opt/ml/input/data/train/images/003469_female_Asian_55/normal.jpg,16
2822,mask1,female,57,0,1,1,/opt/ml/input/data/train/images/003469_female_Asian_55/mask1.jpg,4
2823,mask2,female,57,0,1,1,/opt/ml/input/data/train/images/003469_female_Asian_55/mask2.jpg,4
2824,mask4,female,57,0,1,1,/opt/ml/input/data/train/images/003469_female_Asian_55/mask4.jpg,4
2825,incorrect_mask,female,57,1,1,1,/opt/ml/input/data/train/images/003469_female_Asian_55/incorrect_mask.jpg,10
2826,mask3,female,57,0,1,1,/opt/ml/input/data/train/images/003469_female_Asian_55/mask3.jpg,4
2827,mask5,female,57,0,1,1,/opt/ml/input/data/train/images/003469_female_Asian_55/mask5.jpg,4
2828,normal,female,30,2,1,1,/opt/ml/input/data/train/images/003828_female_Asian_29/normal.jpg,16
2829,mask1,female,30,0,1,1,/opt/ml/input/data/train/images/003828_female_Asian_29/mask1.jpg,4
2830,mask2,female,30,0,1,1,/opt/ml/input/data/train/images/003828_female_Asian_29/mask2.jpg,4
2831,mask4,female,30,0,1,1,/opt/ml/input/data/train/images/003828_female_Asian_29/mask4.jpg,4
2832,incorrect_mask,female,30,1,1,1,/opt/ml/input/data/train/images/003828_female_Asian_29/incorrect_mask.jpg,10
2833,mask3,female,30,0,1,1,/opt/ml/input/data/train/images/003828_female_Asian_29/mask3.jpg,4
2834,mask5,female,30,0,1,1,/opt/ml/input/data/train/images/003828_female_Asian_29/mask5.jpg,4
2835,normal,male,57,2,0,1,/opt/ml/input/data/train/images/004075_male_Asian_54/normal.jpg,13
2836,mask1,male,57,0,0,1,/opt/ml/input/data/train/images/004075_male_Asian_54/mask1.jpg,1
2837,mask2,male,57,0,0,1,/opt/ml/input/data/train/images/004075_male_Asian_54/mask2.jpg,1
2838,mask4,male,57,0,0,1,/opt/ml/input/data/train/images/004075_male_Asian_54/mask4.jpg,1
2839,incorrect_mask,male,57,1,0,1,/opt/ml/input/data/train/images/004075_male_Asian_54/incorrect_mask.jpg,7
2840,mask3,male,57,0,0,1,/opt/ml/input/data/train/images/004075_male_Asian_54/mask3.jpg,1
2841,mask5,male,57,0,0,1,/opt/ml/input/data/train/images/004075_male_Asian_54/mask5.jpg,1
2842,normal,male,18,2,0,0,/opt/ml/input/data/train/images/004412_male_Asian_19/normal.jpg,12
2843,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/004412_male_Asian_19/mask1.jpg,0
2844,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/004412_male_Asian_19/mask2.jpg,0
2845,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/004412_male_Asian_19/mask4.jpg,0
2846,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/004412_male_Asian_19/incorrect_mask.jpg,6
2847,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/004412_male_Asian_19/mask3.jpg,0
2848,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/004412_male_Asian_19/mask5.jpg,0
2849,normal,female,18,2,1,0,/opt/ml/input/data/train/images/003231_female_Asian_19/normal.jpg,15
2850,mask1,female,18,0,1,0,/opt/ml/input/data/train/images/003231_female_Asian_19/mask1.jpg,3
2851,mask2,female,18,0,1,0,/opt/ml/input/data/train/images/003231_female_Asian_19/mask2.jpg,3
2852,mask4,female,18,0,1,0,/opt/ml/input/data/train/images/003231_female_Asian_19/mask4.jpg,3
2853,incorrect_mask,female,18,1,1,0,/opt/ml/input/data/train/images/003231_female_Asian_19/incorrect_mask.jpg,9
2854,mask3,female,18,0,1,0,/opt/ml/input/data/train/images/003231_female_Asian_19/mask3.jpg,3
2855,mask5,female,18,0,1,0,/opt/ml/input/data/train/images/003231_female_Asian_19/mask5.jpg,3
2856,normal,male,18,2,0,0,/opt/ml/input/data/train/images/006395_male_Asian_19/normal.jpg,12
2857,mask1,male,18,0,0,0,/opt/ml/input/data/train/images/006395_male_Asian_19/mask1.jpg,0
2858,mask2,male,18,0,0,0,/opt/ml/input/data/train/images/006395_male_Asian_19/mask2.jpg,0
2859,mask4,male,18,0,0,0,/opt/ml/input/data/train/images/006395_male_Asian_19/mask4.jpg,0
2860,incorrect_mask,male,18,1,0,0,/opt/ml/input/data/train/images/006395_male_Asian_19/incorrect_mask.jpg,6
2861,mask3,male,18,0,0,0,/opt/ml/input/data/train/images/006395_male_Asian_19/mask3.jpg,0
2862,mask5,male,18,0,0,0,/opt/ml/input/data/train/images/006395_male_Asian_19/mask5.jpg,0
2863,normal,male,30,2,0,1,/opt/ml/input/data/train/images/005138_male_Asian_30/normal.jpg,13
2864,mask1,male,30,0,0,1,/opt/ml/input/data/train/images/005138_male_Asian_30/mask1.jpg,1
2865,mask2,male,30,0,0,1,/opt/ml/input/data/train/images/005138_male_Asian_30/mask2.jpg,1
2866,mask4,male,30,0,0,1,/opt/ml/input/data/train/images/005138_male_Asian_30/mask4.jpg,1
2867,incorrect_mask,male,30,1,0,1,/opt/ml/input/data/train/images/005138_male_Asian_30/incorrect_mask.jpg,7
2868,mask3,male,30,0,0,1,/opt/ml/input/data/train/images/005138_male_Asian_30/mask3.jpg,1
2869,mask5,male,30,0,0,1,/opt/ml/input/data/train/images/005138_male_Asian_30/mask5.jpg,1
2870,normal,male,23,2,0,0,/opt/ml/input/data/train/images/001791_male_Asian_24/normal.jpg,12
2871,mask1,male,23,0,0,0,/opt/ml/input/data/train/images/001791_male_Asian_24/mask1.jpg,0
2872,mask2,male,23,0,0,0,/opt/ml/input/data/train/images/001791_male_Asian_24/mask2.jpg,0
2873,mask4,male,23,0,0,0,/opt/ml/input/data/train/images/001791_male_Asian_24/mask4.jpg,0
2874,incorrect_mask,male,23,1,0,0,/opt/ml/input/data/train/images/001791_male_Asian_24/incorrect_mask.jpg,6
2875,mask3,male,23,0,0,0,/opt/ml/input/data/train/images/001791_male_Asian_24/mask3.jpg,0
2876,mask5,male,23,0,0,0,/opt/ml/input/data/train/images/001791_male_Asian_24/mask5.jpg,0
2877,normal,female,60,2,1,2,/opt/ml/input/data/train/images/005412_female_Asian_60/normal.jpg,17
2878,mask1,female,60,0,1,2,/opt/ml/input/data/train/images/005412_female_Asian_60/mask1.jpg,5
2879,mask2,female,60,0,1,2,/opt/ml/input/data/train/images/005412_female_Asian_60/mask2.jpg,5
2880,mask4,female,60,0,1,2,/opt/ml/input/data/train/images/005412_female_Asian_60/mask4.jpg,5
2881,incorrect_mask,female,60,1,1,2,/opt/ml/input/data/train/images/005412_female_Asian_60/incorrect_mask.jpg,11
2882,mask3,female,60,0,1,2,/opt/ml/input/data/train/images/005412_female_Asian_60/mask3.jpg,5
2883,mask5,female,60,0,1,2,/opt/ml/input/data/train/images/005412_female_Asian_60/mask5.jpg,5
2884,mask3,female,18,0,1,0,/opt/ml/input/data/train/images/006056_female_Asian_19/mask3.png,3
2885,normal,female,18,2,1,0,/opt/ml/input/data/train/images/006056_female_Asian_19/normal.png,15
2886,mask2,female,18,0,1,0,/opt/ml/input/data/train/images/006056_female_Asian_19/mask2.png,3
2887,mask1,female,18,0,1,0,/opt/ml/input/data/train/images/006056_female_Asian_19/mask1.png,3
2888,mask5,female,18,0,1,0,/opt/ml/input/data/train/images/006056_female_Asian_19/mask5.png,3
2889,mask4,female,18,0,1,0,/opt/ml/input/data/train/images/006056_female_Asian_19/mask4.png,3
2890,incorrect_mask,female,18,1,1,0,/opt/ml/input/data/train/images/006056_female_Asian_19/incorrect_mask.png,9
2891,normal,male,23,2,0,0,/opt/ml/input/data/train/images/001611_male_Asian_23/normal.jpg,12
2892,mask1,male,23,0,0,0,/opt/ml/input/data/train/images/001611_male_Asian_23/mask1.jpg,0
2893,mask2,male,23,0,0,0,/opt/ml/input/data/train/images/001611_male_Asian_23/mask2.jpg,0
2894,mask4,male,23,0,0,0,/opt/ml/input/data/train/images/001611_male_Asian_23/mask4.jpg,0
2895,incorrect_mask,male,23,1,0,0,/opt/ml/input/data/train/images/001611_male_Asian_23/incorrect_mask.jpg,6
2896,mask3,male,23,0,0,0,/opt/ml/input/data/train/images/001611_male_Asian_23/mask3.jpg,0
2897,mask5,male,23,0,0,0,/opt/ml/input/data/train/images/001611_male_Asian_23/mask5.jpg,0
2898,normal,female,58,2,1,2,/opt/ml/input/data/train/images/001633_female_Asian_58/normal.jpg,17
2899,mask1,female,58,0,1,2,/opt/ml/input/data/train/images/001633_female_Asian_58/mask1.jpg,5
2900,mask2,female,58,0,1,2,/opt/ml/input/data/train/images/001633_female_Asian_58/mask2.jpg,5
2901,mask4,female,58,0,1,2,/opt/ml/input/data/train/images/001633_female_Asian_58/mask4.jpg,5
2902,incorrect_mask,female,58,1,1,2,/opt/ml/input/data/train/images/001633_female_Asian_58/incorrect_mask.jpg,11
2903,mask3,female,58,0,1,2,/opt/ml/input/data/train/images/001633_female_Asian_58/mask3.jpg,5
2904,mask5,female,58,0,1,2,/opt/ml/input/data/train/images/001633_female_Asian_58/mask5.jpg,5
2905,normal,male,20,2,0,0,/opt/ml/input/data/train/images/001367_male_Asian_21/normal.jpg,12
2906,mask1,male,20,0,0,0,/opt/ml/input/data/train/images/001367_male_Asian_21/mask1.jpg,0
2907,mask2,male,20,0,0,0,/opt/ml/input/data/train/images/001367_male_Asian_21/mask2.jpg,0
2908,mask4,male,20,0,0,0,/opt/ml/input/data/train/images/001367_male_Asian_21/mask4.jpg,0
2909,incorrect_mask,male,20,1,0,0,/opt/ml/input/data/train/images/001367_male_Asian_21/incorrect_mask.jpg,6
2910,mask3,male,20,0,0,0,/opt/ml/input/data/train/images/001367_male_Asian_21/mask3.jpg,0
2911,mask5,male,20,0,0,0,/opt/ml/input/data/train/images/001367_male_Asian_21/mask5.jpg,0
